视频id,标题,描述,最新弹幕数量,金币数量,不喜欢,收藏,最高排名,点赞数,目前排名,回复数,分享数,观看数,弹幕内容
av86285526,【搞笑向】如何用烦人的村民来表示冠状病毒(⁄ ⁄•⁄ω⁄•⁄ ⁄),第一次做这种视频，不喜吴喷(⁄⁄•⁄ω⁄•⁄⁄);;;求三连，求关注，嘤嘤嘤,75,158,0,193,0,542,0,44,72,6798,这熟悉的画风---奥力给---诅咒反弹---生动形象---生动形象---不行笑岔气了哈哈哈哈哈---生动---哈哈哈哈哈---诅咒反弹---，，，，---
av84802590,【跳舞的线/混曲】游乐园X电玩，违和君被皇冠状病毒杀了？,BPM均为128;;;游乐园停了一次;;;电玩-3半音，游乐园+3半音（统一到1=G）;;;;;;感谢汽水阳光提供的电玩视频;;;;;;（标题玩梗了我是个dssq在这道个歉（？,52,106,0,317,0,533,0,56,15,9349,刚刚！---疯狂踩点---电独秀---不错啊！---序幕高产好评---这尖叫。。。---游乐园变音了---毫无违和感---毫无违和感---建议改成:电     玩     城---
av84404140,新型冠状病毒来袭，N95口罩需求暴涨，价格一路上涨，30只价格716元，有必要买吗？,N95口罩需求暴涨，价格一路上涨，30只价格716元，有必要买吗？,2,4,0,15,0,74,0,96,4,13994,放屁---别放屁了，钟教授就让用的---
av87698325,Step1&2&3 心电图 抽血 尿检 排查疑似新冠状病毒，在美国隔离检查@发烧咳嗽呼吸困难，种种疑似现象让我不顾一切到美国急诊就医，出门在外身不由己,不得病，完全感受不到患者的恐慌和嫉妒恐惧。发烧，咳嗽，感冒，胸闷，心慌，轻微呼吸困难，让我不得不在没有任何医疗保险的情况下，在美国就医。目前正在隔离检查，除了一进来查了身高体重，测了血压，现在是抽血和鼻黏膜检查，排查新冠状病毒感染的可能性#新冠,10,19,0,15,0,161,0,86,6,8716,姐姐加油---一定好起来鸭---真好笑额，在美国也传开了吗---up主快快好起来---加油！---up要快点好起来呀---快点好起来吧！---好心疼啊……早点好起来---前面的 你笑什么呢---不要生气  加油---
av85181453,面对新型冠状病毒的你,-,20,54,0,110,0,597,0,20,83,11075,卧槽牛逼---没有枪没有炮敌人给我们造---妙啊妙啊---好活~当赏---噗哈哈哈哈哈哈---噗哈哈哈哈哈哈哈---借你吉言---妙啊---真实---接你吉言---
av84686860,【新型冠状病毒肺炎】武汉封城！壮士断腕，向全体武汉人致敬！,快手,3,1,0,10,0,79,0,25,5,13803,别让英雄流血又流泪，请保证好物资供应---武汉加油---武汉加油！---
av84271336,【科普】新型冠状病毒,一分钟了解新型冠状病毒,3,7,0,34,0,189,0,79,118,14042,你这背景音乐---背景音乐渗人啊---BGM好听---
av92223788,冠状病毒,什么是冠状病毒，人类是怎么感染生病的？,8,68,0,65,0,537,0,36,53,2056,冠状病毒---1---emmm---画的真好---最惨官方号石锤了---字幕在避让左下角的图片---咋没说h1n1---666---
av91055982,小伙被迫停更30天，带你体验，冠状病毒没有爆发前的哈尔滨！,哈尔滨vlog第二期！看到最后真的特别囧！！！,19,130,0,34,0,317,0,100,6,3072,+1---怎么硕呢---怎么都不要用口罩的吗---中午？？？---还以为你被抓了---妹妹好美qwq---下次一定---前排---就④---昨天刚看的无证之罪  里面就有圣索菲亚教堂---
av90303184,2020年抗击冠状病毒手抄报视频教程，致敬最美逆行者,2020年抗击冠状病毒手抄报视频教程，致敬最美逆行者,1,8,0,45,0,54,0,1,57,6122,SOFA---
av89983896,【绘本故事手工书】（一）认识新型冠状病毒,-,0,0,0,17,0,8,0,1,10,6741,
av88846656,Step4&5&6 吸氧 X光 CT 吊瓶 排查疑似新冠状病毒，出差在美国，意外隔离检查@发烧咳嗽呼吸困难，种种疑似现象让我只好就医，每多一项检查心都在滴血,不得病，完全感受不到患者的恐慌和嫉妒恐惧。发烧，咳嗽，感冒，胸闷，心慌，轻微呼吸困难，让我不得不在没有任何医疗保险的情况下，在美国就医，真的体验到了出门在外身不由己。目前正在隔离检查，除了一进来查了身高体重，测了血压，并且做了心电图，然后是抽血和鼻黏膜检查。短暂吸氧之后，做了X光和CT检查，排查新冠状病毒感染的可能性#新冠,13,25,0,6,0,136,0,63,1,7383,心疼～---加油加油---加油---CT如果双腹有阴影呈现各种絮状就可以诊断出来。很简单，目测你应该就是新型肺炎。---你现在还好吗---加油 平时看你那么爱运动 抵抗力一定很强 没问题的---ji加油姐姐---很多人不知道，或者没告诉她的是，美国流感已经感染了美国2千多万人，死亡上万人了，这么严重竟然还去美国，这到底是谁的责任---美国把很多肺炎判定成流感---加油！---
av87504125,第244期：新型冠状病毒,病毒不能算是严格意义上的生命体，除了疯狂复制以外，还有可能会变异，很难对付。没事别出门，有事尽量也别出门。,18,114,0,46,0,627,0,31,8,7341,向奋斗在一线的医务人员致以最崇高的敬意---纳米机器人---帽子不错哦！---nbyl---机器降神---高中生物---盼星星盼月亮，盼来老严讲新冠---帽子很亮---23333333---你来晚了---
av86836528,人类大战新型冠状病毒！武汉加油！投币点赞支持人类！视频收益捐给韩红慈善基金会！,遵从发起者号召，此视频48小时内收益将捐献于韩红基金会。;;;谢谢大家投币三连！;;;人类大战病毒！武汉加油！投币点赞支持人类！,6,15,0,5,0,29,0,11,3,10158,加油人类---UP牛皮---h加油---奥利给---嘤嘤嘤嘤---厉害---
av86442170,【抗击肺炎】别让冠状病毒成为心理病毒,随着抗疫时间持续，不同人的心态可能会受到不同的影响。对于易感人群，如何调解恐慌的心态？;;;广州中医药大学师生制作了科普动画宣传片，利用专业所长科普一下疫情下人们的心理反应和科学的应对措施。同时，把现有最新的免费心理热线平台提供给需要帮助的人们。;;;本视频经投稿发布。,7,44,0,100,0,1710,0,65,160,9186,没有啊我被打了的时候懵懵的---回形针最新一集里也说了病毒带来的心理作用---我不恐慌，我憋得慌---主要是买不到口罩不敢动弹影响生活---都喊破音了---例如我老妈。。。---哈哈哈哈---
av86411843,中国香港大学公布武汉新型冠状病毒在细胞内复制过程，研究人员表示每个受病毒感染的细胞会衍生出逾千粒病毒粒子。,,2,6,0,35,0,73,0,18,7,10436,港大？好耳熟啊---害怕---
av84932780,【新型冠状病毒肺炎】权威专家：目前病毒已经经历了三个阶段 #众志成城共抗疫情#,-,1,0,0,8,0,40,0,7,3,13043,l---
av84804946,宅家战“疫”无小事，嚼清新型冠状病毒『冠』字读音！,guàn✘冠guān✔状病毒,3,0,0,8,0,10,0,13,18,13286,应该读冠第一声才对---这个时候才200多---
av84438270,【新型冠状病毒肺炎】武汉对进出当地人员进行管控,微博,0,3,0,7,0,79,0,31,12,14052,
av93560815,与奥尔加一起学如何预防冠状病毒,sm36450191;;;奥尔加细胞精神续作(大嘘),33,32,0,65,0,180,0,16,52,2107,草---草---？---草---只要不断地重复死亡，就可以像檀黎斗那样获得抗体了（智将）---唐突自我介绍---草---巧克力过惨---草---草---
av91704345,【绘画】【手工】冠状病毒立体绘本教—戴口罩,-,4,6,0,75,0,21,0,1,52,4319,还是看不懂---看半天看不懂---？？？---好厉害---
av87067956,世卫组织出品，带你了解真正的新型冠状病毒。中英文字幕,官方宣传，译是每日英语听力,25,15,0,255,0,89,0,23,237,7603,没人？？？？？？？？---字好看---张晨---有---张晨---啊啊啊啊啊---团歌听完了吗---邱昊出来下---这喻灿---哦里给---
av86559931,华农：打了兄弟好久，才给的冠状病毒！,原素材来自华农兄弟av59252494;;;希望大家宅在家不会无聊qwq,6,14,0,8,0,172,0,21,2,10394,害怕---宋仲基宋仲基宋仲基---？？？？？？？？---狗吃了？？？？---狗管理：天天目睹刑事案件---？---
av84600714,新型冠状病毒感染症状如何判断,腾讯视频,0,3,0,13,0,73,0,9,14,13559,
av84535751,专家：新型冠状病毒来源可能为海鲜销售市场,中国科学院院士、中国疾病预防控制中心主任高福称，对于这个病毒的来源，现在大家都聚焦到一个市场里，这个市场里有非法的野生动物交易，所以来源可能是野生动物及它所污染的环境。,3,5,0,34,0,680,0,61,58,13157,都是吃野味惹的祸，之前的非典也是一样---全损音质---人工养殖不好吗？非要吃野味---
av84519970,中国疾控中心主任：这是第7种感染人类的冠状病毒,1月22日，国新办举行新型冠状病毒感染的肺炎防控工作新闻发布会上，中国科学院院士、中国疾病预防控制中心主任高福表示，大家都关心这个病毒和SARS、MERS（中东呼吸综合征）有什么不同。感染人类的冠状病毒，加上现在这个是7个，这里面有4个对人类的致病性很弱，比季节性流感还弱，大家都知道SARS、MERS（中东呼吸综合征）比较严重，目前这个病毒我们正在不断地认识过程中,3,2,0,18,0,82,0,44,5,13329,又很快传到了全国---这几年科技的发展过快的超出了人的以往认知，人的思想变化也大，就给了病毒可乘之机---山西ai有山西口音---
av95731787,C罗队友鲁加尼确认感染新冠状病毒，成为五大联赛首个确诊的球员,C罗队友鲁加尼确认感染新冠状病毒，成为五大联赛首个确诊的球员！,0,2,0,1,0,59,0,5,3,923,
av93623644,【依依】组会文献汇报汇总 Journal Club 新型冠状病毒相关,每周读一篇新冠相关的文献并与大家分享,1,100,0,28,0,207,0,35,5,968,
av87436667,中国专家攻克冠状病毒新发现:穿山甲为新冠状病毒替在中间宿主，95%为国外走私！,-,1,5,0,10,0,85,0,40,26,9066,穿山甲说了啥？它说：我有毒---
av87269604,联合国驻华系统关于2019新型冠状病毒的公开声明,联合国驻华系统关于2019新型冠状病毒的公开声明,4,14,0,35,0,276,0,15,12,9014,我来了---为什么要美狗的药，不说这次病毒是不是它们造出来的，它们根本就没有帮助咱们的心。---加油---un---
av86279490,空城上海，新型冠状病毒阴霾下的春节，还能买到菜吗 [NY FOUNT] VLOG#16 @迹录Fount,在全国乃至全世界都关注新型冠状病毒的同时，最贴近我们也是最现实的问题就摆在眼前，国家号召不出门不聚餐，吃完了家里囤货的小F终于鼓起勇气、全副武装后出门大采购。起床已是中午的小F，究竟能不能成功买上菜呢？,22,10,0,16,0,150,0,18,5,10424,哈哈哈哈哈上海人民真多怕死第一名 囤货囤货---hhhhhhhh---跟着bgm唱起来了---诶嘿，万象城---哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈---曹家渡的盒马 下午去还能买到点菜的 ---这背景音乐真太魔性了hhhh---这一顿胆固醇有点高---几点去的啊早上不至于吧，不行去菜场啊---红红火火恍恍惚惚---
av85793741,新型冠状病毒横行，超市买东西，小区乘电梯按键，收到快递、叫外卖会不会有风险？,http://t.cn/A6PSN6PB?m=4466523311589789&u=1638782947;;;新型冠状病毒传染性很强，有很多市民就有疑问，超市买东西，小区乘电梯按键，收到快递、叫外卖会不会有风险？对此，上海市公共卫生中心临床教授卢洪洲表示，如果接触到病毒，不洗手的情况下再去揉眼睛，去吃东西，就有可能被传染。大家应该养成勤洗手好的习惯，如果没有条件用水洗手，最好随身携带免洗手的消毒液,18,4,0,51,0,108,0,13,68,11060,粪怎么接触---233---怎么可能，---嗯---暗示老八？---脱销---噫---奥利给干了---没回答问题啊---病毒人是吧---
av85360884,关于新型冠状病毒你需要了解的四项知识（全面向干货）,一个我感觉挺好的视频https://b23.tv/av85187485新型冠状病毒肺炎疫情地图;;;http://voice.baidu.com/act/newpneumonia/newpneumonia;;;口罩知识;;;蜡笔与小勋;;;https://www.bilibili.com/video/av84442591/;;;90后科技说;;;https://www.bilibili.com/video/av84931918/,24,320,0,490,0,323,0,2,4,3025,见标题进---Armin---韩版的跟美版的一样吗---好棒---我之前国内做的应该是真的---好棒！---赞！！---武汉加油，中国加油！---武汉加油，中国加油！---武汉加油，中国加油！---
av96315927,这么快就在家憋不住的意大利人！！处于冠状病毒封锁中的意大利人正在从阳台上玩快闪！！,转自https://www.instagram.com/;;;13日，刚刚封城几天的意大利人，在身心都压抑的艰难时刻，开始做些什么来相互鼓劲，相互团结！;;;;;;意大利那不勒斯，人们在阳台上加入快闪族，在疫情期间展现别样趣味;;;;;;这一幕似曾相识！希望疫情早日过去！,0,0,0,0,0,3,0,1,0,365,
av94425458,【Qing牧】我感染了新型冠状病毒肺炎，这就是我这两个月当鸽子的理由（下）,我已经出院一个多月啦;;;大家在这次疫情中为湖北为武汉都付出了很多;;;真的很感激大家;;;我们每一个人在这次疫情结束后都要努力的好起来;;;我一直想在出现在大家面前时是一个积极的人所以在得病之后选择了不第一时间告诉大家非常抱歉;;;很害怕大家为我担心也很不喜欢别人的可怜但是现在都好啦;;;请各位不要担心我也希望认识很久了但是我没有告诉你的人不要生气;;;还能继续投稿发视频我还是很开心的~,9,23,0,10,0,150,0,22,7,1136,英雄---半山别墅 哈哈哈哈---心疼---音画不同步---看看其他国家，一比较就知道中国有多牛逼了，---好白---UP主好样的---内蒙路过---
av89284534,咳嗽就一定要去医院吗？听从社区安排才是正解！新型冠状病毒肺炎疫情期间，湖北小伙咳嗽第十天，终于看见希望,咳嗽就一定要去医院吗？新型冠状病毒肺炎疫情期间，湖北小伙咳嗽第十天，终于看见希望#咳嗽##感冒##新冠肺炎#,21,57,0,13,0,338,0,60,5,5984,说不定你体温就是这个温度---没做CT，不能排除轻症肺炎---虚惊一场---aolg---草---奥里给---泪目---奥利给---蒲地蓝---加油---
av88400355,第五集《新型冠状病毒防控系列科普片——公共场所预防》,第五集《新型冠状病毒防控系列科普片——公共场所预防》,26,15,0,42,0,294,0,11,57,7552,连肝5集---还没看尽兴就结束了。---这也叫肝？---那衣服是不是也要扔（狗头）---盐粒子报道~---太好看了，二刷了！！---盐粒子路过---同上---好---有毒吧前面的---
av86371323,【视频】湿父痊愈后亲述战胜新型肺炎的经验，冠状病毒的克星原来是它！,微信加账号（pingpangwangkefu）乒乓网客服，邀请您加入乒乓网VIP官方群，可享受以下福利。;;;1、乒乓球国家级教练，群内免费技术指导。;;;2、乒乓网创始人湿父，群内定期免费语音技术指导。;;;3、成为乒乓网VIP用户，享受内部超级福利“抢红包”“低于成本价限量抢购乒乓球器材”“新品免费试用”等。;;;球友们的祝福放在心里，乒乓网湿父康复，近况介绍球友们的祝福放在心里，打乒乓球免疫力强，乒乓网湿父成功康复。,43,158,0,43,0,524,0,90,44,7116,早上我家这边开了一个面店，下午老板就被老板娘说了哈哈，然后就关门了---现在的餐饮店都不开门了---恭喜恭喜---好萌的鞠躬---好---恭喜---恭喜恭喜 注意身体---有道理---好好好---这个是。。。。---
av85186054,用网络天才能猜出新型冠状病毒吗？,不知道该写些什么……那就武汉加油，中国加油！,20,2,0,23,0,283,0,49,1,11570,艾滋？---也是成功了吧！---ohhhhhhhhhhhhhhhh---卧槽---也算是成功了啊---魔鬼---ohhhhhhhhhhhhhhhhhhhhhhhh---？？？？？？？？---ohhhhhhhhhhhhhhhhhhhhhhhh---草---
av84880633,当你跟父母介绍新型冠状病毒,祝大家都平平安安的。,9,43,0,76,0,588,0,18,69,11444,借你吉言---草---握着我的抱枕---真实---真实---哈哈哈---声音好听---。。。。。。。。---开始吟唱---
av84354109,最新消息，新型冠状病毒已经高达224例了，各位一定要注意安全。人多的地戴好口罩，有类似诊断一定要去医院检查,转自微博,1,0,0,2,0,51,0,26,26,13472,「The  world」---
av93206460,鬼畜全明星vs冠状病毒,来自宇宙各地的人们在巨魔的召集下团结一心最终消灭了冠状病毒,39,21,0,34,0,123,0,17,9,2116,打破0弹幕---帅---giao---病毒给爷爬---天  皇  投  降---币有了---　　＼　　／ ┏━━━━＼／━━━━━┓┃┏━━━━━━━━━━┓ ┃┃┃校长在东莞被┃ ┃┃┃抓，今天放假┃ ┃┃┗━━━━━━━━━━┛ ┃┗━━∪━━━━∪━━━┛---火钳刘明---泪目---正能量巨魔---
av88141349,快递也可能含有新冠状病毒？生物学博士给出建议,快递也可能含有新冠状病毒？生物学博士给出建议,5,5,0,45,0,65,0,21,116,7728,首先要有车库---没有车库买不到酒精over---我都是用稀释后的84喷几下---这到底是哪来的sx---制造恐慌---
av86895459,冠状病毒出题预测（有题哟）,出题方向，借用了网上的部分资料，如有侵权，请联系up主删除,54,48,0,476,0,192,0,11,102,4981,选修3基因工程---这个化学结构里有哎---化学和生物都有可能考到---c---不---c---真好hhh---c---是    不是---是   不是---
av86637776,武汉疫情如何防空，打败新冠状病毒需要人人都关注，加油武汉，加油中国。,《让我们一起打败2019-新型冠状病毒NCOV，为武汉人民加油！》;;;击败病毒最好的办法，就是出门做好防护，能不出门尽量不要出门，给国家争取时间减少负担，让国家多一些力量去专心支援武汉，身体有类似病毒感染症状的，第一时间做好防护去当地医院做一下诊断观察，防止疫情扩散身边的人，在家好久没出门的朋友们，再坚持坚持，这个时间段也是很关键的时间段，马上要上班了，大家一定多多做好防护，做好消毒，千万不要因为一时的懒惰，伤害到身边的人！加油中国，加油武汉！,21,172,0,162,0,421,0,7,118,5798,有的人真的很自私---加油---加油加油---加油---老史加油---老史加油---中国加油---武汉加油---UP加油···---加油---
av86480132,新型冠状病毒肆虐，河南农村的生活现状，出村登记不提着菜不能进,农村人的生活现状，出村后不拎菜不让进,96,8,0,6,0,59,0,34,6,9691,大宁是不是胖了---大宁多拍点这样的视频多好---有钱---你24？---口罩都罩不住你---那是一键装逼的---24？---哈哈哈可以可以---儿童装？---礼貌---
av86387239,【洛克王国天梯作死】当你带一只蝙蝠去打天梯......会不会让宠物得新型冠状病毒？,-,54,13,0,14,0,194,0,34,4,9692,应该上敖潜防踢---。。---。。。---？？？---？---打这玩意不用敖潜？---？---玩的很迷---我说我玩的双鱼没这技能呢，卡了---bgm是啥---
av86301521,“蔡徐坤奥特曼”大战冠状病毒！！！,跪求三连！！！,100,49,0,70,0,337,0,36,47,8721,来啦---泪目---加油中国！！！---三连支持---跳---up必火！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！---加油武汉！加油中国！---坤之巨人---那一年我们变成了.....---蔡徐坤我听不懂---
av85884979,为战新冠状病毒肺炎，武汉六天建出医院！外国网友：我为中国的优秀工人感到骄傲！,为战新冠状病毒肺炎，武汉六天建出医院！,4,13,0,16,0,158,0,5,0,10570,中国加油  武汉加油---shi de---武汉加油！中国必胜！---祖国加油---
av84750370,某医院感染科主任:冠状病毒怕热。。。,pipi,1,1,0,5,0,119,0,70,12,12225,？---
av84547696,冠状病毒后的武汉地铁和火车站,https://mp.weixin.qq.com/s/VTok8HPbHqmEO0Dxt3oQug这是一名医生分享给我的推文，我在这里也分享给大家，关于口罩的类型说明的，希望大家平平安安，武汉加油！中国加油！！！,7,4,0,8,0,70,0,34,3,12907,祝福祝福--- 每个地铁，不论什么时候都会天天消毒---最好买N95---这个年基本是过不好了，细菌流感类型的病都很容易传播，何况是病毒---露个鼻子跟不带有啥区别？---还有人不戴口罩---地铁天天消毒没错，没疫情的时候也是天天消毒的---
av88480623,⚠️日本留学生到底会不会因为新型冠状病毒被拒签？学长剖析新冠肺炎对日本留学的影响！,想免费申请语言学校的同学，请加学长微信：asin996（备注b站）;;;不吹不黑，客观评测。有想了解其他语言学校的同学，请持续关注！,67,91,0,49,0,326,0,73,55,5662,就我一个人？---浙江！！！我哭了---中国人啊，有些人脸皮厚没办法---亲妈---还有我---现在好像浙江也停了---？？？---前面极度舒适的心也太险恶了---他没去过---那就好---
av87984929,第三集《新型冠状病毒防控系列科普片——口罩篇》,第三集《新型冠状病毒防控系列科普片——口罩篇》,19,12,0,49,0,164,0,17,72,7741,倒发讲究---怎么才4个人---靠---那个是金属条？！---其他人估计都看过了---盐粒子报道~---话说现在口罩都买不到---人感染人---114的好好学---盐工的---
av87734082,世卫组织解说新型冠状病毒2019-nCoV（科普向，已译成中文，现正式被命名为COVID-19）,原视频来源于世卫组织，但视频没有中文字幕，看到有朋友留言说看不懂非常焦急，所以我这几天连夜将该视频翻译成了中文，希望能够帮到他，也希望能帮助更多人。鉴于本人学识有限，虽然已查阅了各种数据，但有关医学的科学名词翻译得可能仍并不准确，欢迎大家指正;;;本视频可作科普用，用图文并茂的形式较为简短清晰地解说了新型冠状病毒2019-nCoV。需要注意的是，视频中对新型冠状病毒的信息可能已进一步更新，关于病毒的最新信息大家可以参考最新的官方数据和世卫组织官网信息。希望能给大朋友们和孩纸们一点帮助，都能健康平安。,14,61,0,181,0,101,0,18,167,6127,lucy的学生报到---来完成英语作业---完成英语作业+1---你们说的老师是不是一个人---应该是，，，，---你好我也是---前面的等等---】】---
av87539224,浅谈！作为普通人如何看待新型冠状病毒（辉煌说）,面对新型冠状病毒，我们应该如何正确看待并预防，并且保护身边的人免受感染！;;;往期作品:;;;1.爱情公寓告别信：十年相伴，有情人终成眷属av85601250;;;2.快看！这就是我们拒接抖音的原因吧av86346565;;;欢迎大家捧场！,0,302,0,241,0,268,0,0,101,2108,
av86486521,【学生流感期间如何在家徒手健身】 冠状病毒流感期间能否健身？外国小哥哥亲身示范？？！,本视频所有收入都将以正规渠道直接捐赠给疫区医院！,37,214,0,164,0,371,0,49,18,5138,学到了---嚯！---武汉加油！！！---挺你---武汉加油---中国加油！武汉加油！---加油！！！---棒棒棒！---老罗nb！！！---我在家也喜欢锻炼~但是我是锻炼嘴~---
av86367408,【3D演示】科普秒懂新型冠状病毒,http://www.youtube.com,31,22,0,193,0,144,0,12,82,8038,突然觉得自己有病---吓得立马起来活动了一下---呵呵---太棒了---老师?---你哪好卡---吓---哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈---看不懂---呵呵呵呵呵---
av85162506,新型冠状病毒下。我们身体的白细胞是如何保护我们的身体的,新人up点个关注呗,11,2,0,27,0,102,0,34,23,11373,白细胞表示跑的有点快，追的有点累---白细胞超凶的哈哈哈---我感觉我的白细胞是个憨批---白细胞好恐怖---一个放大400倍的病毒，，，，---蛇皮走位---这是细菌，老铁---这个视频很早了 蹭啥热度---病毒没这么大，这是细菌---细菌跑累了---
av84959092,大年初一村里封路，防新型冠状病毒！坐标江西九江！！,-,0,2,0,3,0,42,0,23,18,12083,
av84886723,新型冠状病毒肺炎疫情动态与发展,这期是关于新型冠状病毒感染的。对不起大家，过年实在没有时间了，又是新手，时间比较仓促，所以第一期就有一半没有视频只有音频。对不起对不起对不起，下一期一定好好做。,13,17,0,33,0,120,0,25,32,11651,一天一变，不必恐慌---声音太小。---逝者安息---逝者安息---武汉加油---武汉加油！---怕的是自己，中国肯定挺得过去---加油---希望不要像非典严重---声音很好听---
av84755400,新型冠状病毒爆发高峰!up主考察山西太原现状！,-,36,49,0,170,0,2254,0,139,29,9944,太原应该还好---我家在这里！---浙江62例，几乎全省都取消春节活动，街上看看都没人---听说光十七局就有三个确诊的了---我咋看的公园好多人都不带呢---得戴n95吧---棉的不行吧---现在还在潜伏期---太原人民加油---大家出行都要戴口罩呀！---
av84679881,央视连线钟南山院士讨论新型冠状病毒视频完整版,央视，腾讯视频;;;关于新型冠状病毒的信息,7,6,0,27,0,43,0,1,60,12385,国士无双---不强？？？---国士无双---加油！---吖---加油！五花肉女㬂---不戴口罩 还是咋的---
av84554598,武汉新型冠状病毒肺炎大爆发第3天，地铁，公交，街头，全都戴了口罩，气氛好压抑，其他城市怎样了？,-,2,2,0,5,0,50,0,28,10,12691,好像两个年纪大的没带口罩---好吃吗---
av89476803,新型冠状病毒是最怕热的病毒，海南又是全国最热的地方，夏天的海南紫外线超级强，晒到皮肤是痛的，这样海南会不会是新型冠状病毒治疗的最佳地。,新型冠状病毒是最怕热的病毒，海南又是全国最热的地方，夏天的海南紫外线超级强，晒到皮肤是痛的，这样海南会不会是新型冠状病毒治疗的最佳地。,7,0,0,3,0,14,0,20,1,6546,肺部不热吗---2.26日 海南从一级响应 降为三级了！---移送病人途中不考虑次生风险？---56度也达不到啊---56度，30分钟，我也受不了，我估摸着也快死了---这下全国人民都来海南了---这是什么歌？---
av88335162,玩具防毒面具可不可以防新型冠状病毒,关于面具，这是一期非常Tacticool的视频，但是前面不是非常正经，最后我们聊些正经事>_>6:31秒开始,24,87,0,62,0,183,0,133,8,5388,收获日---一罩难求---老法师可还行---2333---里面带个p100口罩---正片开始---朝美还凑合---Payday---这复刻肯定防不了，原品可以啊---这就是COS用的玩具---
av87733276,预防冠状病毒不能停，元宵节手抄报教程在家画,预防冠状病毒不能停，元宵节手抄报教程在家画,0,4,0,25,0,46,0,0,28,8308,
av87493160,日本国内口罩倒卖严重，冠状病毒肺炎疫情下的日本,日本国内口罩倒卖严重，冠状病毒肺炎疫情下的日本,9,8,0,14,0,64,0,65,20,8274,"店员知道个屁---我脑子咋不好使了 没看懂 ---三无产品---这是无纺布---无纺布属于防护口罩,作用比医用防护95低的多.---为什么要问店员这样的问题？---那有点太便宜了吧。感觉中国没有疫情的时候也不止6块---疫情前的---作为一个南方人，我有点羡慕---"
av86373099,戴着防毒面具 新型冠状病毒肺炎疫情下的厦门变成什么样了？对比武汉居然只剩下这家店在开...,戴着防毒面具新型冠状病毒肺炎疫情下的厦门变成什么样了？对比武汉居然只剩下这家店在开...;;;后面的采访因为考虑人群接触的问题，我们并没有找人很多进行。第一次拍这类型的视频，可能拍的不大好，谢谢大家的关注，在这边提醒大家，尽量少出门，出门一定要注意做好防护措施！最后希望武汉能够平安快速的渡过这次难关！武汉加油！！！,55,172,0,36,0,336,0,69,15,6508,都太难了---你上过吗？---很有趣呀，感觉很有那种气息。---不无聊吧 挺好啊---可是你开着人很多厦门大学学生的梦啊---吃野味入刑法---中间是澎湖---最乐观的估计三月份---我去过---以身试法---
av86196302,《绿眼睛Andy》上海冠状病毒vlog: 可以出去吃饭么,我今天出门上班、吃饭。在现在的情况下这很危险么？,45,64,0,32,0,249,0,45,14,8593,up主的语速好快---眼睛也不绿呀哈哈哈哈---哈哈哈哈哈哈---真的好快，应该是澳洲人吧---规模很大---寂静岭---还好吧---知道要汤，中国通---666---一般不都是紫菜汤和西红柿蛋花汤吗---
av86055857,防控冠状病毒，我们在行动！｜抗击病毒手抄报模板,一起学画抗击新型冠状病毒手抄报，防控冠状病毒，我们在行动！武汉加油！中国加油！,2,17,0,83,0,67,0,7,103,9446,谢谢up主！---即通过很容易甲方不突然有人让他热帖有多少与官方提供合议庭范若若发挥出人生广东省陈的师傅告诉我分公司外国语的娃娃是我的错的---
av85939757,新型冠状病毒对农村影响不大，农民该干嘛还是在干嘛，只是交通不便,-,29,58,0,8,0,264,0,49,4,9316,戴个口罩吧大佬，挺危险的---村里都没人，带啥---加油，挺住---洋芋---费油么---柴油的---汽油机根本带不动---柴油机低转速，高扭矩---农业机器都是柴油的---你这个拍的视频有收益吗---
av85519739,新型冠状病毒！84消毒液的正确用法！必看！！！,-,0,5,0,45,0,39,0,8,77,10622,
av85436473,用《家有儿女》的方式打开新型冠状病毒,点个赞吧,40,12,0,47,0,226,0,10,18,10519,武汉加油！！！---武汉加油! ! !---武汉加油---武汉加油---2333---好高兴---火钳刘明---医闹的纯属沙币---武汉加油！中国加油！---武汉加油---
av85379107,关于新型冠状病毒，你需要知道什么？What you need to know about the Wuhan coronavirus,最近几周，新型冠状病毒肆虐全国，甚至有散播至全世界的风险？而关于这种病毒，我们需要知道哪些信息才能更有助于我们和他进行对抗呢？什么是冠状病毒？它是如何传播的？致死率又如何？我们又将如何应对？;;;Cr.NatureVideo;;;原视频地址：https://www.youtube.com/watch?v=Q_4fIkc2k6g,32,24,0,191,0,76,0,17,234,9262,没有弹幕?---呀---英语网课来的---没人在看了---哈？---都准备回去回答问题了，哪来的弹幕---老师留的作业，冲冲冲---综合英语听说快把我搞废了---英语c1---我真是要把英语老师头打掉---
av85197553,河南省 新冠状病毒 硬核封村预防 真硬核 笑死人,-,11,41,0,88,0,124,0,32,284,9979,河南民众执行力太强了2333333---好凶哦哈哈哈---焦作的么---哈哈哈哈哈---还带回音儿的---济源的吧---哈哈哈哈哈哈哈哈哈哈哈哈---真牛逼---新乡市大占城村村支书，李德平---硬核村长可爱村长，哈哈哈---
